"CO_ANO";"SUBSTANCIA";"CO_NCM";"IMP_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"percentual_Produto_NCM";"NO_NCM_Subitem_POR"
"2018";"Cobalto";"81052021";1787956;30,657;"TML";"TONELADA METRICA LIQUIDA";2,478;"Pós de ligas à base de cobalto-cromo-tungstênio (volfrâmio) (estelites)"
"2018";"Cobalto";"28273997";126042;7,081;"TML";"TONELADA METRICA LIQUIDA";0,175;"Cloreto de cobalto"
"2018";"Cobalto";"81052090";76571;1,064;"TML";"TONELADA METRICA LIQUIDA";0,106;"Mates de cobalto e outros produtos intermediários metálicos"
"2018";"Cobalto";"26050000";8221;0,048;"TML";"TONELADA METRICA LIQUIDA";0,011;"Minérios de cobalto e seus concentrados"
"2018";"Cobre";"74031100";1322589560;199314;"TML";"TONELADA METRICA LIQUIDA";55,117;"Cátodos e seus elementos de cobre refinado, em formas brutas"
"2018";"Cobre";"26030010";712655807;376973,947;"TML";"TONELADA METRICA LIQUIDA";29,699;"Sulfetos de minérios de cobre e seus concentrados"
"2018";"Cobre";"74081100";80853402;11145,824;"TML";"TONELADA METRICA LIQUIDA";3,369;"Fios de cobre refinado, com a maior dimensão da seção transversal superior a 6 mm"
"2018";"Cobre";"74020000";40837296;6310,612;"TML";"TONELADA METRICA LIQUIDA";1,702;"Cobre não refinado; ânodos de cobre para refinação eletrolítica"
"2018";"Cobre";"74111090";32722196;3968,466;"TML";"TONELADA METRICA LIQUIDA";1,364;"Outros tubos de cobre refinado"
"2018";"Cobre";"74122000";32496263;1926,976;"TML";"TONELADA METRICA LIQUIDA";1,354;"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de ligas de cobre"
"2018";"Cobre";"74040000";23872655;3973,187;"TML";"TONELADA METRICA LIQUIDA";0,995;"Desperdícios e resíduos, de cobre"
"2018";"Cobre";"38089291";19015139;3394,042;"TML";"TONELADA METRICA LIQUIDA";0,792;"Fungicidas à base de hidróxido de cobre, de oxicloreto de cobre ou de óxido cuproso"
"2018";"Cobre";"74199990";13726614;329,696;"TML";"TONELADA METRICA LIQUIDA";0,572;"Aparelhos para cozinhar/aquecer, de cobre, não elétrico, uso doméstico"
"2018";"Cobre";"85441100";10487990;779,525;"TML";"TONELADA METRICA LIQUIDA";0,437;"Fios de cobre para bobinar, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente)"
"2018";"Coríndon";"38160021";678499;352062;"KGL";"QUILOGRAMA LIQUIDO";100;"Preparações refratárias que contenham grafita e 50 % ou mais, em peso, de coríndon"
"2018";"Cromo";"73064000";84690133;32078,941;"TML";"TONELADA METRICA LIQUIDA";11,529;"Outros tubos soldados, de seção circular, de aço inoxidável"
"2018";"Cromo";"73239300";49222055;12090,099;"TML";"TONELADA METRICA LIQUIDA";6,701;"Outros artefatos domésticos, de aços inoxidáveis, e partes"
"2018";"Cromo";"72193300";43240283;19811,116;"TML";"TONELADA METRICA LIQUIDA";5,887;"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a frio, de espessura superior a 1 mm, mas inferior a 3 mm"
"2018";"Cromo";"72193400";41031343;19083,258;"TML";"TONELADA METRICA LIQUIDA";5,586;"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a frio, de espessura igual ou superior a 0,5 mm, mas não superior a 1 mm"
"2018";"Cromo";"72222000";40404601;16050,18;"TML";"TONELADA METRICA LIQUIDA";5,501;"Barras de aço inxodiável simplesmente obtidas ou completamente acabadas a frio"
"2018";"Cromo";"72202090";39536323;10982,749;"TML";"TONELADA METRICA LIQUIDA";5,382;"Outros produtos laminados planos de aço inoxidável, de largura inferior a 600 mm, simplesmente laminados a frio"
"2018";"Cromo";"73042400";37953974;3260,348;"TML";"TONELADA METRICA LIQUIDA";5,167;"Outros tubos, dos tipos utilizados na extração de petróleo ou de gás, de aço inoxidável"
"2018";"Cromo";"28332960";37076684;43919,3;"TML";"TONELADA METRICA LIQUIDA";5,047;"Sulfatos de cromo"
"2018";"Cromo";"73072900";31122806;796,279;"TML";"TONELADA METRICA LIQUIDA";4,237;"Outros acessórios para tubos, de aços inoxidáveis"
"2018";"Cromo";"72024100";28438844;20328,795;"TML";"TONELADA METRICA LIQUIDA";3,872;"Ferro-cromo, que contenham, em peso, mais de 4 % de carbono"
"2018";"Diamante";"68042119";82202731;3447685;"KGL";"QUILOGRAMA LIQUIDO";64,999;"Outros mós de diamante natural ou sintético, aglomerado, de diâmetro inferior a 53,34 cm"
"2018";"Diamante";"68042190";20518016;1129167;"KGL";"QUILOGRAMA LIQUIDO";16,224;"Outros mós de diamante natural ou sintético, aglomerado"
"2018";"Diamante";"71023900";16297014;67174;"QUILT";"QUILATE";12,886;"Outros diamantes não industriais, não montados, não engastados"
"2018";"Diamante";"68042111";4071134;536255;"KGL";"QUILOGRAMA LIQUIDO";3,219;"Mós de diamante natural ou sintético, aglomerado, de diâmetro inferior a 53,34 cm, aglomerados com resina"
"2018";"Diamante";"71051000";3338230;37710795;"QUILT";"QUILATE";2,64;"Pó de diamantes"
"2018";"Diamante";"71022100";23350;10096;"QUILT";"QUILATE";0,018;"Diamantes industriais, em bruto ou simplesmente serrados, clivados ou desbastados"
"2018";"Diamante";"71023100";13486;71;"QUILT";"QUILATE";0,011;"Diamantes não industriais, em bruto ou simplesmente serrados, clivados ou desbastados"
"2018";"Diamante";"71022900";4682;1129;"QUILT";"QUILATE";0,004;"Outros diamantes industriais, não montados, nem engastados"
"2018";"Diatomita";"25120000";14235675;26182908;"KGL";"QUILOGRAMA LIQUIDO";61,053;"Farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) e outras terras siliciosas análogas de densidade aparente não superior a 1, mesmo calcinadas"
"2018";"Diatomita";"38029010";8105545;15377206;"KGL";"QUILOGRAMA LIQUIDO";34,763;"Farinhas silíciosas fósseis (ativadas)"
"2018";"Diatomita";"38029040";975689;2290150;"KGL";"QUILOGRAMA LIQUIDO";4,184;"Outras argilas e terras ativadas"
"2018";"Dolomita";"25181000";5920385;392878302;"KGL";"QUILOGRAMA LIQUIDO";95,343;"Dolomita não calcinada nem sinterizada, denominada 'crua'"
"2018";"Dolomita";"25182000";277590;600050;"KGL";"QUILOGRAMA LIQUIDO";4,47;"Dolomita calcinada ou sinterizada"
"2018";"Dolomita";"25183000";11576;12303;"KGL";"QUILOGRAMA LIQUIDO";0,186;"Aglomerados de dolomita"
"2018";"Enxofre";"25030010";320334185;2225352018;"KGL";"QUILOGRAMA LIQUIDO";79,073;"Enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal, a granel"
"2018";"Enxofre";"28070010";32740863;546147874;"KGL";"QUILOGRAMA LIQUIDO";8,082;"Ácido sulfúrico"
"2018";"Enxofre";"25030090";30690095;154522555;"KGL";"QUILOGRAMA LIQUIDO";7,576;"Outras formas de enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal"
"2018";"Enxofre";"28332990";6554476;12148140;"KGL";"QUILOGRAMA LIQUIDO";1,618;"Outros sulfatos"
"2018";"Enxofre";"28131000";6532505;9485614;"KGL";"QUILOGRAMA LIQUIDO";1,613;"Dissulfeto de carbono"
"2018";"Enxofre";"38089292";1934875;1026345;"KGL";"QUILOGRAMA LIQUIDO";0,478;"Fungicida à base de enxofre ou de ziram"
"2018";"Enxofre";"28111910";1778590;2510899;"KGL";"QUILOGRAMA LIQUIDO";0,439;"Ácido aminossulfônico (ácido sulfâmico)"
"2018";"Enxofre";"28334090";1518828;742556;"KGL";"QUILOGRAMA LIQUIDO";0,375;"Outros peroxossulfatos (persulfatos)"
"2018";"Enxofre";"28309019";860029;99449;"KGL";"QUILOGRAMA LIQUIDO";0,212;"Outros sulfetos"
"2018";"Enxofre";"28322000";439891;344742;"KGL";"QUILOGRAMA LIQUIDO";0,109;"Outros sulfitos"
"2018";"Estanho";"80070020";4223615;106,335;"TML";"TONELADA METRICA LIQUIDA";40,064;"Pós e escamas, de estanho"
"2018";"Estanho";"26090000";2661936;140;"TML";"TONELADA METRICA LIQUIDA";25,25;"Minérios de estanho e seus concentrados"
"2018";"Estanho";"80012000";1710521;77,723;"TML";"TONELADA METRICA LIQUIDA";16,225;"Ligas de estanho, em forma bruta"
"2018";"Estanho";"80030000";1265392;41,13;"TML";"TONELADA METRICA LIQUIDA";12,003;"Barras, perfis e fios, de estanho"
"2018";"Estanho";"80070090";496913;112,927;"TML";"TONELADA METRICA LIQUIDA";4,714;"Outras obras de estanho"
"2018";"Estanho";"28419049";105781;6,073;"TML";"TONELADA METRICA LIQUIDA";1,003;"Outros estanatos"
"2018";"Estanho";"80070010";45589;0,493;"TML";"TONELADA METRICA LIQUIDA";0,432;"Chapas, folhas e tiras, de estanho"
"2018";"Estanho";"80011000";25223;463;"TML";"TONELADA METRICA LIQUIDA";0,239;"Estanho não ligado, em forma bruta"
"2018";"Estanho";"80070030";7216;0,032;"TML";"TONELADA METRICA LIQUIDA";0,068;"Tubos e seus acessórios, de estanho"
"2018";"Estrôncio";"28369200";1568268;2021251;"KGL";"QUILOGRAMA LIQUIDO";57,627;"Carbonato de estrôncio"
"2018";"Estrôncio";"28051910";816477;108000;"KGL";"QUILOGRAMA LIQUIDO";30,002;"Estrôncio"
"2018";"Estrôncio";"28273994";221502;48920;"KGL";"QUILOGRAMA LIQUIDO";8,139;"Cloreto de estrôncio"
"2018";"Estrôncio";"28164090";113558;5162;"KGL";"QUILOGRAMA LIQUIDO";4,173;"Óxidos, hidróxidos, peróxidos de estrôncio, etc."
"2018";"Estrôncio";"28419022";1630;2000;"KGL";"QUILOGRAMA LIQUIDO";0,06;"Ferrito de estrôncio"
"2018";"Feldspato";"25291000";226039;542201;"KGL";"QUILOGRAMA LIQUIDO";100;"Feldspato"
"2018";"Ferro";"73181500";377237942;67595,292;"TML";"TONELADA METRICA LIQUIDA";8,232;"Outros parafusos e pinos ou pernos, mesmo com as porcas e arruelas, de ferro fundido, ferro ou aço"
"2018";"Ferro";"73269090";312306181;42313,311;"TML";"TONELADA METRICA LIQUIDA";6,815;"Outras obras de ferro ou aço"
"2018";"Ferro";"72104910";238505987;319796,867;"TML";"TONELADA METRICA LIQUIDA";5,205;"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos, galvanizados por outro processo, de espessura inferior a 4,75 mm"
"2018";"Ferro";"72085100";170533828;207128,334;"TML";"TONELADA METRICA LIQUIDA";3,721;"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, não enrolados, simplesmente laminados a quente, de espessura superior a 10 mm"
"2018";"Ferro";"72106100";154584147;201753,777;"TML";"TONELADA METRICA LIQUIDA";3,373;"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, revestidos de ligas de alumínio-zinco"
"2018";"Ferro";"73181600";143439509;19858,383;"TML";"TONELADA METRICA LIQUIDA";3,13;"Porcas de ferro fundido, ferro ou aço"
"2018";"Ferro";"83071090";142127588;11964,015;"TML";"TONELADA METRICA LIQUIDA";3,102;"Outros tubos flexíveis de ferro ou aço"
"2018";"Ferro";"73182900";139823525;12717,247;"TML";"TONELADA METRICA LIQUIDA";3,051;"Outros artefatos não roscados, de ferro fundido, ferro ou aço"
"2018";"Ferro";"73261100";97155876;104598,23;"TML";"TONELADA METRICA LIQUIDA";2,12;"Esferas e artefatos semelhantes, para moinhos, simplesmente forjadas ou estampadas, de ferro ou aço"
"2018";"Ferro";"72107010";95002865;94623,389;"TML";"TONELADA METRICA LIQUIDA";2,073;"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, pintados ou envernizados"
"2018";"Fluorita";"28111100";16370480;10944898;"KGL";"QUILOGRAMA LIQUIDO";49,909;"Fluoreto de hidrogênio (ácido fluorídrico)"
"2018";"Fluorita";"28269090";8579807;3330022;"KGL";"QUILOGRAMA LIQUIDO";26,158;"Outros fluossilicatos, fluoraluminatos, sais complexos fluor"
"2018";"Fluorita";"25292100";4669399;19073770;"KGL";"QUILOGRAMA LIQUIDO";14,236;"Espatoflúor, que contenha, em peso, 97 % ou menos de fluoreto de cálcio"
"2018";"Fluorita";"28269020";1764234;2831005;"KGL";"QUILOGRAMA LIQUIDO";5,379;"Fluossilicatos de sódio ou de potássio"
"2018";"Fluorita";"28111940";566974;140447;"KGL";"QUILOGRAMA LIQUIDO";1,729;"Fluorácidos e outros compostos de flúor"
"2018";"Fluorita";"28261990";522905;180517;"KGL";"QUILOGRAMA LIQUIDO";1,594;"Outros fluoretos"
"2018";"Fluorita";"25292200";326631;713211;"KGL";"QUILOGRAMA LIQUIDO";0,996;"Espatoflúor, que contenha, em peso, mais de 97 % de fluoreto de cálcio"
"2018";"Fosfato";"31054000";1378685631;3320784,737;"TML";"TONELADA METRICA LIQUIDA";41,184;"Diidrogeno-ortofosfato de amônio (fosfato monoamônico ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal)"
"2018";"Fosfato";"31055900";699516468;1930429,411;"TML";"TONELADA METRICA LIQUIDA";20,896;"Outros adubos/fertilizantes minerais químicos, com nitrogênio e fósforo"
"2018";"Fosfato";"31052000";357555378;1197606,259;"TML";"TONELADA METRICA LIQUIDA";10,681;"Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio"
"2018";"Fosfato";"31031100";313283573;984404,151;"TML";"TONELADA METRICA LIQUIDA";9,358;"Superfosfatos, que contenham, em peso, 35 % ou mais de pentóxido de difósforo (P2O5)"
"2018";"Fosfato";"31031900";140459953;1081439,402;"TML";"TONELADA METRICA LIQUIDA";4,196;"Outros superfosfatos"
"2018";"Fosfato";"25101010";132961055;1870294,025;"TML";"TONELADA METRICA LIQUIDA";3,972;"Fosfatos de cálcio naturais, não moídos"
"2018";"Fosfato";"31053010";108501818;278027,749;"TML";"TONELADA METRICA LIQUIDA";3,241;"Hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal), com teor de arsênio superior ou igual a 6 mg/kg"
"2018";"Fosfato";"28092019";68922755;175163,878;"TML";"TONELADA METRICA LIQUIDA";2,059;"Outros ácidos fosfóricos"
"2018";"Fosfato";"31053090";32750507;82111,002;"TML";"TONELADA METRICA LIQUIDA";0,978;"Outros hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal)"
"2018";"Fosfato";"28047010";31998675;9204,185;"TML";"TONELADA METRICA LIQUIDA";0,956;"Fósforo branco"
"2018";"Gemas";"71031000";5371475;1618297;"KGL";"QUILOGRAMA LIQUIDO";68,31;"Pedras preciosas (exceto diamantes) ou semipreciosas, em bruto ou simplesmente serradas ou desbastadas"
"2018";"Gemas";"71039100";1334493;149237;"QUILT";"QUILATE";16,971;"Rubis, safiras e esmeraldas, trabalhadas de outro modo"
"2018";"Gemas";"71039900";701893;91893998;"QUILT";"QUILATE";8,926;"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo"
"2018";"Gemas";"71162090";366408;38316;"KGL";"QUILOGRAMA LIQUIDO";4,66;"Outras obras de pedras preciosas/semi, sintética/reconstituída"
"2018";"Gemas";"71059000";89071;589;"KGL";"QUILOGRAMA LIQUIDO";1,133;"Pó de pedras preciosas ou semipreciosas ou de pedras sintéticas"
"2018";"Germânio";"28256010";8414;2;"KGL";"QUILOGRAMA LIQUIDO";100;"Óxidos de germanio"
"2018";"Gipsita";"34070010";8812968;3709401;"KGL";"QUILOGRAMA LIQUIDO";35,745;"Pastas para modelar"
"2018";"Gipsita";"25201019";5060760;347305448;"KGL";"QUILOGRAMA LIQUIDO";20,526;"Outras formas de gipsitas"
"2018";"Gipsita";"68091900";2517357;7078607;"KGL";"QUILOGRAMA LIQUIDO";10,21;"Outras chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, de gesso ou de composições à base de gesso"
"2018";"Gipsita";"68091100";2075896;11799332;"KGL";"QUILOGRAMA LIQUIDO";8,42;"Chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, revestidos ou reforçados exclusivamente com papel ou cartão, de gesso ou de composições à base de gesso"
"2018";"Gipsita";"96099000";2019551;1036763;"KGL";"QUILOGRAMA LIQUIDO";8,191;"Pastéis, carvões, gizes para escrever/desenhar e de alfaiate"
"2018";"Gipsita";"34070020";1334366;42006;"KGL";"QUILOGRAMA LIQUIDO";5,412;"Ceras para dentistas"
"2018";"Gipsita";"34070090";1152439;502331;"KGL";"QUILOGRAMA LIQUIDO";4,674;"Outras composições para dentistas, à base de gesso"
"2018";"Gipsita";"25202010";763327;733491;"KGL";"QUILOGRAMA LIQUIDO";3,096;"Gesso moído, apto para uso odontológico"
"2018";"Gipsita";"25202090";699947;2823906;"KGL";"QUILOGRAMA LIQUIDO";2,839;"Outras formas de gesso"
"2018";"Gipsita";"25201011";167466;1e+07;"KGL";"QUILOGRAMA LIQUIDO";0,679;"Gipsita em pedaços irregulares (pedras)"
"2018";"Grafita";"38011000";179987360;19368,86;"TML";"TONELADA METRICA LIQUIDA";75,187;"Grafita artificial"
"2018";"Grafita";"68151020";15682071;146,127;"TML";"TONELADA METRICA LIQUIDA";6,551;"Tecidos de fibras de carbono, para usos não elétricos"
"2018";"Grafita";"68151010";13071128;740,743;"TML";"TONELADA METRICA LIQUIDA";5,46;"Fibras de carbono, para usos não elétricos"
"2018";"Grafita";"68151090";9784971;204,481;"TML";"TONELADA METRICA LIQUIDA";4,088;"Outras obras de grafita/outros carbonos, para uso não elétrico"
"2018";"Grafita";"85451920";9195008;3357,235;"TML";"TONELADA METRICA LIQUIDA";3,841;"Blocos de grafite, dos tipos utilizados como cátodos em cubas eletrolíticas"
"2018";"Grafita";"38019000";4276769;999,656;"TML";"TONELADA METRICA LIQUIDA";1,787;"Outras preparações à base de grafita/outros carbonos, em pasta, etc"
"2018";"Grafita";"25041000";1990514;1379,337;"TML";"TONELADA METRICA LIQUIDA";0,832;"Grafita natural em pó ou em escamas"
"2018";"Grafita";"69031090";1078341;211,838;"TML";"TONELADA METRICA LIQUIDA";0,45;"Outros produtos cerâmicos refratários de grafita ou outro carbono > 50%"
"2018";"Grafita";"96092000";869958;81,846;"TML";"TONELADA METRICA LIQUIDA";0,363;"Minas para lápis/lapiseiras"
"2018";"Grafita";"85451910";713535;145,669;"TML";"TONELADA METRICA LIQUIDA";0,298;"Eletrodos de grafita, com teor de carbono superior ou igual a 99,9 %, em peso"
"2018";"Iodo";"28012090";30113383;1269130;"KGL";"QUILOGRAMA LIQUIDO";99,003;"Outras formas de iodo"
"2018";"Iodo";"28299040";180222;4548;"KGL";"QUILOGRAMA LIQUIDO";0,593;"Periodatos"
"2018";"Iodo";"28012010";80912;2444;"KGL";"QUILOGRAMA LIQUIDO";0,266;"Iodo sublimado"
"2018";"Iodo";"28276019";39339;4943;"KGL";"QUILOGRAMA LIQUIDO";0,129;"Outros iodetos"
"2018";"Iodo";"28276029";1576;58;"KGL";"QUILOGRAMA LIQUIDO";0,005;"Outros oxiiodetos"
"2018";"Iodo";"28299039";1277;3;"KGL";"QUILOGRAMA LIQUIDO";0,004;"Outros iodatos"
"2018";"Irídio";"28439030";1752331;51;"KGL";"QUILOGRAMA LIQUIDO";100;"Ácido hexacloroirídico em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso"
"2018";"Lítio";"85076000";271126039;68174120;"UNID.";"NUMERO (UNIDADE)";93,672;"Acumuladores eletricos de ion de litio"
"2018";"Lítio";"85065010";16412309;44243970;"UNID.";"NUMERO (UNIDADE)";5,67;"Pilhas e baterias de pilhas, elétricas, de lítio, com volume exterior não superior a 300 cm3"
"2018";"Lítio";"85065090";1889394;4787909;"UNID.";"NUMERO (UNIDADE)";0,653;"Outras pilhas e baterias de pilhas, elétricas, de lítio"
"2018";"Lítio";"28252020";5153;0,032;"TML";"TONELADA METRICA LIQUIDA";0,002;"Hidróxido de litio"
"2018";"Lítio";"28273960";6851;0,074;"TML";"TONELADA METRICA LIQUIDA";0,002;"Cloreto de lítio"
"2018";"Lítio";"28369100";1746;0,004;"TML";"TONELADA METRICA LIQUIDA";0,001;"Carbonatos de litio"
"2018";"Lítio";"28332920";439;0,003;"TML";"TONELADA METRICA LIQUIDA";0;"Sulfato de lítio"
"2018";"Lítio";"28342940";789;0,009;"TML";"TONELADA METRICA LIQUIDA";0;"Nitrato de litio"
"2018";"Magnésio";"25199010";39256387;28861381;"KGL";"QUILOGRAMA LIQUIDO";43,699;"Magnésia eletrofundida"
"2018";"Magnésio";"81041900";15734328;5522072;"KGL";"QUILOGRAMA LIQUIDO";17,515;"Outras formas brutas de magnésio"
"2018";"Magnésio";"81042000";9289673;4977250;"KGL";"QUILOGRAMA LIQUIDO";10,341;"Desperdícios e resíduos, de magnésio"
"2018";"Magnésio";"25199090";8937871;10791656;"KGL";"QUILOGRAMA LIQUIDO";9,949;"Magnésia calcinada a fundo e outros óxidos de magnésio"
"2018";"Magnésio";"81041100";7220249;2062645;"KGL";"QUILOGRAMA LIQUIDO";8,037;"Magnésio em formas brutas, que contenha pelo menos 99,8 %, em peso, de magnésio"
"2018";"Magnésio";"28332100";3423216;13456178;"KGL";"QUILOGRAMA LIQUIDO";3,811;"Sulfato de magnésio"
"2018";"Magnésio";"81043000";2466929;670061;"KGL";"QUILOGRAMA LIQUIDO";2,746;"Aparas, resíduos de torno e grânulos, calibrados; pós, de magnésio"
"2018";"Magnésio";"28161010";1044863;333396;"KGL";"QUILOGRAMA LIQUIDO";1,163;"Hidróxido de magnésio"
"2018";"Magnésio";"38160011";708666;1030989;"KGL";"QUILOGRAMA LIQUIDO";0,789;"Cimento/argamassa, a base de magnesita calcinada, refratrário"
"2018";"Magnésio";"28419082";567583;390400;"KGL";"QUILOGRAMA LIQUIDO";0,632;"Aluminato de magnésio"
"2018";"Manganês";"38089293";135695267;36513,16;"TML";"TONELADA METRICA LIQUIDA";45,019;"Fungicida à base de mancozeb ou de maneb"
"2018";"Manganês";"72021900";41669380;22571,107;"TML";"TONELADA METRICA LIQUIDA";13,824;"Outras ligas de ferro-manganês"
"2018";"Manganês";"85061010";33618725;139158027;"UNID.";"NUMERO (UNIDADE)";11,154;"Pilhas alcalinas, de dióxido de manganês"
"2018";"Manganês";"81110010";27523941;12181,72;"TML";"TONELADA METRICA LIQUIDA";9,131;"Manganês em bruto"
"2018";"Manganês";"81110090";13308784;5492,921;"TML";"TONELADA METRICA LIQUIDA";4,415;"Outras obras de manganês, desperdícios e resíduos de manganês"
"2018";"Manganês";"72021100";10166379;8301,183;"TML";"TONELADA METRICA LIQUIDA";3,373;"Ferro-manganês, que contenham, em peso, mais de 2 % de carbono"
