"CO_ANO";"SUBSTANCIA";"CO_NCM";"NO_NCM_Subitem_POR";"EX_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"id_NCM_ano";"VALOR_(usd/un)"
"2018";"Prata";"71069290";"Prata, em outras formas semimanufaturadas";427456;3,679;"TML";"TONELADA METRICA LIQUIDA";"71069290_2018";98000
"2018";"Prata";"71070000";"Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas";37917;114,012;"TML";"TONELADA METRICA LIQUIDA";"71070000_2018";333,85
"2018";"Prata";"71141100";"Artefatos de ourivesaria, de prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)";12953;0,131;"TML";"TONELADA METRICA LIQUIDA";"71141100_2018";566700
"2018";"Prata";"71069100";"Prata, em formas brutas";1182;0,007;"TML";"TONELADA METRICA LIQUIDA";"71069100_2018";168857,1
"2018";"Quartzo (Cristal)";"25061000";"Quartzo";6644096;19276116;"KGL";"QUILOGRAMA LIQUIDO";"25061000_2018";0,6133
"2018";"Quartzo (Cristal)";"85044021";"Retificadores, exceto carregadores de acumuladores, de cristal (semicondutores)";4919759;206191;"UNID.";"NUMERO (UNIDADE)";"85044021_2018";19,8503
"2018";"Quartzo (Cristal)";"85416010";"Cristais piezelétricos montados, de quartzo, de frequência superior ou igual a 1 MHz, mas inferior ou igual a 100 MHz";141136;1735900;"UNID.";"NUMERO (UNIDADE)";"85416010_2018";0,1044
"2018";"Quartzo (Cristal)";"85181010";"Piezelétricos próprios para aparelhos telefônicos";16729;8720;"UNID.";"NUMERO (UNIDADE)";"85181010_2018";8,0244
"2018";"Quartzo (Cristal)";"85182910";"Piezelétricos próprios para aparelhos telefônicos";1626;8036;"UNID.";"NUMERO (UNIDADE)";"85182910_2018";1,2117
"2018";"Rochas Betuminosas";"27150000";"Misturas betuminosas à base de asfalto ou de betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosos e cut-backs)";6795775;11320937;"KGL";"QUILOGRAMA LIQUIDO";"27150000_2018";0,8569
"2018";"Rochas Betuminosas";"68079000";"Outras obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez)";3101036;3518762;"KGL";"QUILOGRAMA LIQUIDO";"68079000_2018";1,6412
"2018";"Rochas Betuminosas";"68071000";"Obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez), em rolos";1946242;1720458;"KGL";"QUILOGRAMA LIQUIDO";"68071000_2018";2,2018
"2018";"Rochas Betuminosas";"27149000";"Betumes, asfaltos naturais, asfaltitas, rochas asfálticas";48451;104970;"KGL";"QUILOGRAMA LIQUIDO";"27149000_2018";4,5895
"2018";"Rochas Betuminosas";"48111090";"Outros papéis e cartões de celulose, alcatroados, betumados ou asfaltados, em rolos ou em folhas de forma quadrada ou retangular";44458;107023;"KGL";"QUILOGRAMA LIQUIDO";"48111090_2018";3
"2018";"Rochas Betuminosas";"27141000";"Xistos e areias betuminosos";1550;155;"KGL";"QUILOGRAMA LIQUIDO";"27141000_2018";10
"2018";"Rochas Betuminosas";"27090090";"Óleos brutos de minerais betuminosos";857;121;"M3";"METRO CUBICO";"27090090_2018";29,85
"2018";"Rochas Betuminosas";"48111010";"Papel e cartão de celulose, alcatroados, betumados ou asfaltados, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas, em rolos ou em folhas de forma quadrada ou retangular";259;4;"KGL";"QUILOGRAMA LIQUIDO";"48111010_2018";64,75
"2018";"Rochas Britadas e Cascalho";"25171000";"Calhaus, cascalho, pedras britadas, dos tipos geralmente usados em concreto ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente";1204111;77459786;"KGL";"QUILOGRAMA LIQUIDO";"25171000_2018";0,0178
"2018";"Rochas Britadas e Cascalho";"25174900";"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de outras pedras de cantaria";351852;23756812;"KGL";"QUILOGRAMA LIQUIDO";"25174900_2018";0,0274
"2018";"Rochas Britadas e Cascalho";"25174100";"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de mármore";1346;80;"KGL";"QUILOGRAMA LIQUIDO";"25174100_2018";16,825
"2018";"Rochas e Minerais Industriais - Diversos";"38249979";"Outros produtos e preparações à base de elementos químicos ou de seus compostos inorgânicos, não especificados nem compreendidos noutras posições";14783466;5576950;"KGL";"QUILOGRAMA LIQUIDO";"38249979_2018";4,3986
"2018";"Rochas e Minerais Industriais - Diversos";"31051000";"Produtos do presente Capítulo (adubos ou fertilizantes) apresentados em tabletes ou formas semelhantes, ou ainda em embalagens com peso bruto não superior a 10 kg";9794878;1221655;"KGL";"QUILOGRAMA LIQUIDO";"31051000_2018";8,9317
"2018";"Rochas e Minerais Industriais - Diversos";"38244000";"Aditivos preparados para cimentos, argamassas ou concretos";6968794;4731855;"KGL";"QUILOGRAMA LIQUIDO";"38244000_2018";2,26
"2018";"Rochas e Minerais Industriais - Diversos";"68159990";"Outras obras de pedras ou de outras matérias minerais";5656775;921356;"KGL";"QUILOGRAMA LIQUIDO";"68159990_2018";8,8084
"2018";"Rochas e Minerais Industriais - Diversos";"38029090";"Outras matérias minerais naturais ativadas, etc.";4715689;1693922;"KGL";"QUILOGRAMA LIQUIDO";"38029090_2018";2,888
"2018";"Rochas e Minerais Industriais - Diversos";"32071090";"Outros pigmentos, opacificantes/cores, preparados e preparações";3791777;1693194;"KGL";"QUILOGRAMA LIQUIDO";"32071090_2018";18
"2018";"Rochas e Minerais Industriais - Diversos";"94069090";"Outras construções pré-fabricadas, exceto de madeira";3275489;811868;"KGL";"QUILOGRAMA LIQUIDO";"94069090_2018";2,6072
"2018";"Rochas e Minerais Industriais - Diversos";"25309090";"Outras matérias minerais";1187966;5937173;"KGL";"QUILOGRAMA LIQUIDO";"25309090_2018";0,209
"2018";"Rochas e Minerais Industriais - Diversos";"28500090";"Hidretos, azidas, boretos e outros nitretos e silicietos";905846;37759;"KGL";"QUILOGRAMA LIQUIDO";"28500090_2018";64,6061
"2018";"Rochas e Minerais Industriais - Diversos";"85416090";"Outros cristais piezoelétricos montados";350704;3509243;"UNID.";"NUMERO (UNIDADE)";"85416090_2018";0,1816
"2018";"Rochas e Minerais Industriais - Outros";"28369919";"Outros carbonatos";2841396;93882;"KGL";"QUILOGRAMA LIQUIDO";"28369919_2018";40,3188
"2018";"Rochas e Minerais Industriais - Outros";"28421010";"Zeólitas dos tipos utilizados como trocadores de íons para o tratamento de águas";214664;62385;"KGL";"QUILOGRAMA LIQUIDO";"28421010_2018";4,06
"2018";"Rochas e Minerais Industriais - Outros";"25293000";"Leucita; nefelina e nefelina-sienito";6984;8300;"KGL";"QUILOGRAMA LIQUIDO";"25293000_2018";0,89
"2018";"Rochas e Minerais Industriais - Outros";"28369920";"Peroxocarbonatos (percarbonatos)";272;44;"KGL";"QUILOGRAMA LIQUIDO";"28369920_2018";6,1818
"2018";"Rochas Ornamentais";"68029390";"Outros granitos trabalhados de outro modo e suas obras";468023086;780909,69;"TML";"TONELADA METRICA LIQUIDA";"68029390_2018";602,7
"2018";"Rochas Ornamentais";"25161200";"Granito, simplesmente cortado a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular";163490334;421307;"M3";"METRO CUBICO";"25161200_2018";936,1895
"2018";"Rochas Ornamentais";"68029990";"Outras pedras de cantaria, etc, trabalhadas de outro modo e obra";124525663;59382,552;"TML";"TONELADA METRICA LIQUIDA";"68029990_2018";2012,15
"2018";"Rochas Ornamentais";"68022900";"Outras pedras de cantaria, simplesmente talhadas ou serradas, de superfície plana ou lisa";56853788;1652320;"M2";"METRO QUADRADO";"68022900_2018";50,9026
"2018";"Rochas Ornamentais";"68029100";"Mármore, travertino e alabastro, trabalhado de outro modo, e obras";44308149;43789,695;"TML";"TONELADA METRICA LIQUIDA";"68029100_2018";987,3
"2018";"Rochas Ornamentais";"68030000";"Ardósia natural trabalhada e obras de ardósia natural ou aglomerada";41058332;102477,735;"TML";"TONELADA METRICA LIQUIDA";"68030000_2018";452,25
"2018";"Rochas Ornamentais";"25062000";"Quartzitos, mesmo desbastados ou simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular";35664796;46632,669;"TML";"TONELADA METRICA LIQUIDA";"25062000_2018";625,45
"2018";"Rochas Ornamentais";"68022300";"Granito, simplesmente talhados ou serrados, de superfície plana ou lisa";23269822;1009377;"M2";"METRO QUADRADO";"68022300_2018";37,7595
"2018";"Rochas Ornamentais";"25161100";"Granito em bruto ou desbastado";10690967;12405;"M3";"METRO CUBICO";"25161100_2018";769,2308
"2018";"Rochas Ornamentais";"25151210";"Mármores, simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular";7309410;9101;"M3";"METRO CUBICO";"25151210_2018";1333,6346
"2018";"Rutênio";"28439020";"Tricloreto de rutênio em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso";33411;57;"KGL";"QUILOGRAMA LIQUIDO";"28439020_2018";586,1579
"2018";"Sal";"25010011";"Sal marinho, a granel, sem agregados";16710758;751299300;"KGL";"QUILOGRAMA LIQUIDO";"25010011_2018";0,1683
"2018";"Sal";"36020000";"Explosivos preparados, exceto pólvoras propulsivas";9821835;4150148;"KGL";"QUILOGRAMA LIQUIDO";"36020000_2018";1,8111
"2018";"Sal";"28151200";"Hidróxido de sódio (soda cáustica), em solução aquosa (lixívia de soda cáustica)";6920849;31703186;"KGL";"QUILOGRAMA LIQUIDO";"28151200_2018";0,3208
"2018";"Sal";"28371100";"Cianeto e oxicianeto de sódio";4903291;2344000;"KGL";"QUILOGRAMA LIQUIDO";"28371100_2018";2,226
"2018";"Sal";"28291100";"Cloratos de sódio";3725818;8484750;"KGL";"QUILOGRAMA LIQUIDO";"28291100_2018";0,4449
"2018";"Sal";"28363000";"Hidrogenocarbonato (bicarbonato) de sódio";1801996;4171516;"KGL";"QUILOGRAMA LIQUIDO";"28363000_2018";2
"2018";"Sal";"28391900";"Outros silicatos de sódio";1563314;3719569;"KGL";"QUILOGRAMA LIQUIDO";"28391900_2018";0,8344
"2018";"Sal";"28417020";"Molibdato de sódio";974880;78390;"KGL";"QUILOGRAMA LIQUIDO";"28417020_2018";14
"2018";"Sal";"28362010";"Carbonato dissódico anidro";681411;1611225;"KGL";"QUILOGRAMA LIQUIDO";"28362010_2018";0,434
"2018";"Sal";"28276011";"Iodetos de sódio";632264;31801;"KGL";"QUILOGRAMA LIQUIDO";"28276011_2018";20,3214
"2018";"Selênio";"28049000";"Selênio";165447;4200;"KGL";"QUILOGRAMA LIQUIDO";"28049000_2018";46,3238
"2018";"Silício";"28046900";"Outros silícios";477410232;190388393;"KGL";"QUILOGRAMA LIQUIDO";"28046900_2018";2,455
"2018";"Silício";"72022100";"Ferro-silício, que contenham, em peso, mais de 55 % de silício";183375168;103679872;"KGL";"QUILOGRAMA LIQUIDO";"72022100_2018";1,57
"2018";"Silício";"28492000";"Carbonetos de constituição química definida ou não, de silício";53436551;34679518;"KGL";"QUILOGRAMA LIQUIDO";"28492000_2018";1,2577
"2018";"Silício";"70191290";"Outras mechas de vidro, ligeiramente torcidas";38899778;32602728;"KGL";"QUILOGRAMA LIQUIDO";"70191290_2018";0,9923
"2018";"Silício";"70091000";"Espelhos retrovisores para veículos";31194473;2051579;"KGL";"QUILOGRAMA LIQUIDO";"70091000_2018";27,5367
"2018";"Silício";"70071100";"Vidros temperados, de segurança, de dimensões e formatos que permitam a sua aplicação em automóveis, veículos aéreos, barcos ou outros veículos";22830540;4173395;"UNID.";"NUMERO (UNIDADE)";"70071100_2018";39,4444
"2018";"Silício";"70052100";"Outro vidro não armado, corado na massa, opacificado, folheado (chapeado) ou simplesmente desbastado, em chapas ou folhas";16580253;6172062;"M2";"METRO QUADRADO";"70052100_2018";4,1836
"2018";"Silício";"32072099";"Outras composições vitrificáveis e preparações semelhantes";15563233;25002242;"KGL";"QUILOGRAMA LIQUIDO";"32072099_2018";0,7433
"2018";"Silício";"70023100";"Tubos de vidro, de quartzo ou de outras sílicas fundidos, não trabalhado";15228998;7401643;"KGL";"QUILOGRAMA LIQUIDO";"70023100_2018";2,1716
"2018";"Silício";"70072100";"Vidros de segurança, formados por folhas contracoladas, de dimensões e formatos que permitam a sua aplicação em automóveis, veículos aéreos, barcos ou outros veículos";14389962;232858;"UNID.";"NUMERO (UNIDADE)";"70072100_2018";121
"2018";"Talco";"25262000";"Esteatita natural, mesmo desbastada ou simplesmente cortada a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular, triturada ou em pó e talco";5955713;11694144;"KGL";"QUILOGRAMA LIQUIDO";"25262000_2018";0,5368
"2018";"Tântalo";"81039000";"Outras obras de tântalo";11520203;627,013;"TML";"TONELADA METRICA LIQUIDA";"81039000_2018";17249,25
"2018";"Tântalo";"81033000";"Desperdícios e resíduos de tântalo";642754;33,43;"TML";"TONELADA METRICA LIQUIDA";"81033000_2018";19226,9
"2018";"Tântalo";"85322111";"Condensador fixo elétrico, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device), com tensão de isolação inferior ou igual a 125 V";94477;646212;"UNID.";"NUMERO (UNIDADE)";"85322111_2018";0,1042
"2018";"Tântalo";"85322190";"Outros condensadores fixos eletrolítico, de tântalo";4780;109;"UNID.";"NUMERO (UNIDADE)";"85322190_2018";20
"2018";"Tântalo";"85322119";"Outros condensadores fixos elétricos, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device)";2666;23;"UNID.";"NUMERO (UNIDADE)";"85322119_2018";8,3
"2018";"Terras Raras";"36069000";"Ferrocerio e outras ligas pirofosfóricas, artigo de material inflamável";1232226;1069,17;"TML";"TONELADA METRICA LIQUIDA";"36069000_2018";4283,35
"2018";"Terras Raras";"25309030";"Minerais de metais das terras raras";4e+05;800;"TML";"TONELADA METRICA LIQUIDA";"25309030_2018";500
"2018";"Terras Raras";"28461090";"Outros compostos de cério";10034;0,42;"TML";"TONELADA METRICA LIQUIDA";"28461090_2018";23605
"2018";"Terras Raras";"28461010";"Óxido cérico";4800;0,44;"TML";"TONELADA METRICA LIQUIDA";"28461010_2018";15000
"2018";"Titânio";"26140010";"Ilmenita (minérios de titânio)";15969044;111532,587;"TML";"TONELADA METRICA LIQUIDA";"26140010_2018";60
"2018";"Titânio";"32061990";"Outros pigmentos e prepars.à base de dióxido de titânio";9737445;3436,42;"TML";"TONELADA METRICA LIQUIDA";"32061990_2018";3220
"2018";"Titânio";"81089000";"Obras de titânio";6331946;34,187;"TML";"TONELADA METRICA LIQUIDA";"81089000_2018";1375600
"2018";"Titânio";"32061110";"Pigmentos tipo rutilo";4093672;1274,375;"TML";"TONELADA METRICA LIQUIDA";"32061110_2018";3475
"2018";"Titânio";"32061910";"Pigmento constituído por mica revestida película dióxido titânio";844718;73,374;"TML";"TONELADA METRICA LIQUIDA";"32061910_2018";67315
"2018";"Titânio";"32061120";"Outros pigmentos que contenham, em peso, 80 % ou mais de dióxido de titânio, calculado sobre matéria seca";441334;114,359;"TML";"TONELADA METRICA LIQUIDA";"32061120_2018";11219,5
"2018";"Titânio";"32061130";"Preparações à base de dióxido de titânio, peso >= 80%";429368;41,257;"TML";"TONELADA METRICA LIQUIDA";"32061130_2018";5937,7
"2018";"Titânio";"81083000";"Desperdícios e resíduos do titânio";413059;92,684;"TML";"TONELADA METRICA LIQUIDA";"81083000_2018";2740
"2018";"Titânio";"28230010";"Óxidos de titânio, tipo anatase";113902;28,291;"TML";"TONELADA METRICA LIQUIDA";"28230010_2018";3600
"2018";"Titânio";"28419019";"Outros titanatos";76324;15;"TML";"TONELADA METRICA LIQUIDA";"28419019_2018";5158,75
"2018";"Tungstênio";"26110000";"Minérios de tungstênio (volfrâmio) e seus concentrados";4267181;549,242;"TML";"TONELADA METRICA LIQUIDA";"26110000_2018";14199,15
"2018";"Tungstênio";"81019700";"Desperdícios e resíduos de tungstênio";2577424;147,131;"TML";"TONELADA METRICA LIQUIDA";"81019700_2018";17091,6
"2018";"Tungstênio";"72028000";"Ferro-tungstênio (ferro-volfrâmio) e ferro-silício-tungstênio (ferro-silício-volfrâmio)";2238316;84;"TML";"TONELADA METRICA LIQUIDA";"72028000_2018";26673,1
"2018";"Tungstênio";"38249972";"Preparações à base de sílica em suspensão coloidal; nitreto de boro de estrutura cristalina cúbica, compactado com substrato de carbeto de tungstênio (volfrâmio)";564788;722,971;"TML";"TONELADA METRICA LIQUIDA";"38249972_2018";1403,9
"2018";"Tungstênio";"85392110";"Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos, halógenos, de tungstênio, para uma tensão inferior ou igual a 15 V";470232;341794;"UNID.";"NUMERO (UNIDADE)";"85392110_2018";3,1111
"2018";"Tungstênio";"85392190";"Outras lâmpadas/tubos incandescentes halogenos, de tungstênio";390915;346997;"UNID.";"NUMERO (UNIDADE)";"85392190_2018";5,4
"2018";"Tungstênio";"90184911";"Brocas para odontologia, de carboneto de tungstênio (volfrâmio)";303145;191345;"UNID.";"NUMERO (UNIDADE)";"90184911_2018";2,4405
"2018";"Tungstênio";"81019990";"Outras obras de tungstênio";147259;1,258;"TML";"TONELADA METRICA LIQUIDA";"81019990_2018";92481,5
"2018";"Tungstênio";"81019400";"Tungstênio (volfrâmio) em formas brutas, incluindo as barras simplesmente obtidas por sinterização";137774;3,357;"TML";"TONELADA METRICA LIQUIDA";"81019400_2018";39165
"2018";"Tungstênio";"81019600";"Fios de tungstênio";11855;0,122;"TML";"TONELADA METRICA LIQUIDA";"81019600_2018";111933,3
"2018";"Turfa";"27030000";"Turfa (incluindo a turfa para cama de animais), mesmo aglomerada";564984;1527475;"KGL";"QUILOGRAMA LIQUIDO";"27030000_2018";0,4985
"2018";"Vanádio";"28253010";"Pentóxido de divanádio";356442013;9199,2;"TML";"TONELADA METRICA LIQUIDA";"28253010_2018";35995,5
"2018";"Vanádio";"72029200";"Ferro-vanádio";1007861;11,988;"TML";"TONELADA METRICA LIQUIDA";"72029200_2018";81272,2
"2018";"Vanádio";"90184912";"Brocas para odontologia, de aço-vanádio";1062;228;"UNID.";"NUMERO (UNIDADE)";"90184912_2018";4,8875
"2018";"Vermiculita";"25301090";"Vermiculita e cloritas, não expandidas";9720666;33319450;"KGL";"QUILOGRAMA LIQUIDO";"25301090_2018";0,2915
"2018";"Vermiculita";"68069090";"Outras obras de matérias minerais para isolamento do calor, som, etc.";3950410;2810637;"KGL";"QUILOGRAMA LIQUIDO";"68069090_2018";2,6037
"2018";"Vermiculita";"68061000";"Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos";430609;272213;"KGL";"QUILOGRAMA LIQUIDO";"68061000_2018";6,6126
"2018";"Vermiculita";"68062000";"Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si";306380;566655;"KGL";"QUILOGRAMA LIQUIDO";"68062000_2018";1,0005
"2018";"Zinco";"79011111";"Zinco não ligado, que contenha, em peso, 99,99 % ou mais de zinco, eletrolítico, em lingotes";162163132;54256;"TML";"TONELADA METRICA LIQUIDA";"79011111_2018";3167,8079
"2018";"Zinco";"79011210";"Zinco não ligado, que contenha, em peso, menos de 99,99 % de zinco, em lingotes";80848220;30906;"TML";"TONELADA METRICA LIQUIDA";"79011210_2018";2810,6429
"2018";"Zinco";"26080090";"Outros minérios de zinco e seus concentrados";5694625;26155,998;"TML";"TONELADA METRICA LIQUIDA";"26080090_2018";311,85
"2018";"Zinco";"28170010";"Óxido de zinco (branco de zinco)";2389680;755,706;"TML";"TONELADA METRICA LIQUIDA";"28170010_2018";3337
"2018";"Zinco";"79070090";"Outras obras de zinco";1798206;368,044;"TML";"TONELADA METRICA LIQUIDA";"79070090_2018";13000
"2018";"Zinco";"28332970";"Sulfatos de zinco";1757872;1238,54;"TML";"TONELADA METRICA LIQUIDA";"28332970_2018";1433
"2018";"Zinco";"79040000";"Barras, perfis e fios, de zinco";901686;231,257;"TML";"TONELADA METRICA LIQUIDA";"79040000_2018";18833,3
"2018";"Zinco";"79012010";"Ligas de zinco, em lingotes";726341;212;"TML";"TONELADA METRICA LIQUIDA";"79012010_2018";4038,8309
"2018";"Zinco";"28273998";"Cloreto de zinco";159278;103,684;"TML";"TONELADA METRICA LIQUIDA";"28273998_2018";1932,8
"2018";"Zinco";"26201900";"Outras cinzas e resíduos contendo zinco";92505;12503;"TML";"TONELADA METRICA LIQUIDA";"26201900_2018";7,5
"2018";"Zircônio";"25309020";"Areia de zircônio micronizada, própria para a preparação de esmaltes cerâmicos";1717960;930,065;"TML";"TONELADA METRICA LIQUIDA";"25309020_2018";1816,9
"2018";"Zircônio";"69039092";"Outros produtos cerâmicos refratários de compostos de zircônio";60657;1,703;"TML";"TONELADA METRICA LIQUIDA";"69039092_2018";60150
"2018";"Zircônio";"81099000";"Obras de zircônio";25263;0,319;"TML";"TONELADA METRICA LIQUIDA";"81099000_2018";142500
"2018";"Zircônio";"69029020";"Tijolos e outras peças cerâmicas refratárias não fundidos, com um teor de óxido de zircônio (ZrO2) superior a 25 %, em peso";6719;0,172;"TML";"TONELADA METRICA LIQUIDA";"69029020_2018";16686,7
"2018";"Zircônio";"28369912";"Carbonato de zircônio";3888;3,6;"TML";"TONELADA METRICA LIQUIDA";"28369912_2018";1080
"2018";"Zircônio";"32071010";"Pigmento, opacificante, etc, à base de zircônio/seus sais";5;0,005;"TML";"TONELADA METRICA LIQUIDA";"32071010_2018";1000
